year_film,year_ceremony,ceremony,category,name,film,winner
2011,2012,84,ACTOR IN A LEADING ROLE,Demián Bichir,A Better Life,False
2011,2012,84,ACTOR IN A LEADING ROLE,George Clooney,The Descendants,False
2011,2012,84,ACTOR IN A LEADING ROLE,Jean Dujardin,The Artist,True
2011,2012,84,ACTOR IN A LEADING ROLE,Gary Oldman,Tinker Tailor Soldier Spy,False
2011,2012,84,ACTOR IN A LEADING ROLE,Brad Pitt,Moneyball,False
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Kenneth Branagh,My Week with Marilyn,False
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Jonah Hill,Moneyball,False
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Nick Nolte,Warrior,False
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,Beginners,True
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Max von Sydow,Extremely Loud & Incredibly Close,False
2011,2012,84,ACTRESS IN A LEADING ROLE,Glenn Close,Albert Nobbs,False
2011,2012,84,ACTRESS IN A LEADING ROLE,Viola Davis,The Help,False
2011,2012,84,ACTRESS IN A LEADING ROLE,Rooney Mara,The Girl with the Dragon Tattoo,False
2011,2012,84,ACTRESS IN A LEADING ROLE,Meryl Streep,The Iron Lady,True
2011,2012,84,ACTRESS IN A LEADING ROLE,Michelle Williams,My Week with Marilyn,False
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Bérénice Bejo,The Artist,False
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Jessica Chastain,The Help,False
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Melissa McCarthy,Bridesmaids,False
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Janet McTeer,Albert Nobbs,False
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,The Help,True
2011,2012,84,ANIMATED FEATURE FILM,Alain Gagnol and Jean-Loup Felicioli,A Cat in Paris,False
2011,2012,84,ANIMATED FEATURE FILM,Fernando Trueba and Javier Mariscal,Chico & Rita,False
2011,2012,84,ANIMATED FEATURE FILM,Jennifer Yuh Nelson,Kung Fu Panda 2,False
2011,2012,84,ANIMATED FEATURE FILM,Chris Miller,Puss in Boots,False
2011,2012,84,ANIMATED FEATURE FILM,Gore Verbinski,Rango,True
2011,2012,84,ART DIRECTION,Production Design: Laurence Bennett; Set Decoration: Robert Gould,The Artist,False
2011,2012,84,ART DIRECTION,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,Harry Potter and the Deathly Hallows Part 2,False
2011,2012,84,ART DIRECTION,Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Hugo,True
2011,2012,84,ART DIRECTION,Production Design: Anne Seibel; Set Decoration: Hélène Dubreuil,Midnight in Paris,False
2011,2012,84,ART DIRECTION,Production Design: Rick Carter; Set Decoration: Lee Sandales,War Horse,False
2011,2012,84,CINEMATOGRAPHY,Guillaume Schiffman,The Artist,False
2011,2012,84,CINEMATOGRAPHY,Jeff Cronenweth,The Girl with the Dragon Tattoo,False
2011,2012,84,CINEMATOGRAPHY,Robert Richardson,Hugo,True
2011,2012,84,CINEMATOGRAPHY,Emmanuel Lubezki,The Tree of Life,False
2011,2012,84,CINEMATOGRAPHY,Janusz Kaminski,War Horse,False
2011,2012,84,COSTUME DESIGN,Lisy Christl,Anonymous,False
2011,2012,84,COSTUME DESIGN,Mark Bridges,The Artist,True
2011,2012,84,COSTUME DESIGN,Sandy Powell,Hugo,False
2011,2012,84,COSTUME DESIGN,Michael O'Connor,Jane Eyre,False
2011,2012,84,COSTUME DESIGN,Arianne Phillips,W.E.,False
2011,2012,84,DIRECTING,Michel Hazanavicius,The Artist,True
2011,2012,84,DIRECTING,Alexander Payne,The Descendants,False
2011,2012,84,DIRECTING,Martin Scorsese,Hugo,False
2011,2012,84,DIRECTING,Woody Allen,Midnight in Paris,False
2011,2012,84,DIRECTING,Terrence Malick,The Tree of Life,False
2011,2012,84,DOCUMENTARY (Feature),Danfung Dennis and Mike Lerner,Hell and Back Again,False
2011,2012,84,DOCUMENTARY (Feature),Marshall Curry and Sam Cullman,If a Tree Falls: A Story of the Earth Liberation Front,False
2011,2012,84,DOCUMENTARY (Feature),Joe Berlinger and Bruce Sinofsky,Paradise Lost 3: Purgatory,False
2011,2012,84,DOCUMENTARY (Feature),Wim Wenders and Gian-Piero Ringel,Pina,False
2011,2012,84,DOCUMENTARY (Feature),"TJ Martin, Dan Lindsay and Rich Middlemas",Undefeated,True
2011,2012,84,DOCUMENTARY (Short Subject),Robin Fryday and Gail Dolgin,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,False
2011,2012,84,DOCUMENTARY (Short Subject),Rebecca Cammisa and Julie Anderson,God Is the Bigger Elvis,False
2011,2012,84,DOCUMENTARY (Short Subject),James Spione,Incident in New Baghdad,False
2011,2012,84,DOCUMENTARY (Short Subject),Daniel Junge and Sharmeen Obaid-Chinoy,Saving Face,True
2011,2012,84,DOCUMENTARY (Short Subject),Lucy Walker and Kira Carstensen,The Tsunami and the Cherry Blossom,False
2011,2012,84,FILM EDITING,Anne-Sophie Bion and Michel Hazanavicius,The Artist,False
2011,2012,84,FILM EDITING,Kevin Tent,The Descendants,False
2011,2012,84,FILM EDITING,Kirk Baxter and Angus Wall,The Girl with the Dragon Tattoo,True
2011,2012,84,FILM EDITING,Thelma Schoonmaker,Hugo,False
2011,2012,84,FILM EDITING,Christopher Tellefsen,Moneyball,False
2011,2012,84,FOREIGN LANGUAGE FILM,Belgium,Bullhead,False
2011,2012,84,FOREIGN LANGUAGE FILM,Israel,Footnote,False
2011,2012,84,FOREIGN LANGUAGE FILM,Poland,In Darkness,False
2011,2012,84,FOREIGN LANGUAGE FILM,Canada,Monsieur Lazhar,False
2011,2012,84,FOREIGN LANGUAGE FILM,Iran,A Separation,True
2011,2012,84,MAKEUP,"Martial Corneville, Lynn Johnston and Matthew W. Mungle",Albert Nobbs,False
2011,2012,84,MAKEUP,"Nick Dudman, Amanda Knight and Lisa Tomblin",Harry Potter and the Deathly Hallows Part 2,False
2011,2012,84,MAKEUP,Mark Coulier and J. Roy Helland,The Iron Lady,True
2011,2012,84,MUSIC (Original Score),John Williams,The Adventures of Tintin,False
2011,2012,84,MUSIC (Original Score),Ludovic Bource,The Artist,True
2011,2012,84,MUSIC (Original Score),Howard Shore,Hugo,False
2011,2012,84,MUSIC (Original Score),Alberto Iglesias,Tinker Tailor Soldier Spy,False
2011,2012,84,MUSIC (Original Score),John Williams,War Horse,False
2011,2012,84,MUSIC (Original Song),Music and Lyric by Bret McKenzie,The Muppets,True
2011,2012,84,MUSIC (Original Song),Music by Sergio Mendes and Carlinhos Brown; Lyric by Siedah Garrett,Rio,False
2011,2012,84,BEST PICTURE,"Thomas Langmann, Producer",The Artist,True
2011,2012,84,BEST PICTURE,"Jim Burke, Alexander Payne and Jim Taylor, Producers",The Descendants,False
2011,2012,84,BEST PICTURE,"Scott Rudin, Producer",Extremely Loud & Incredibly Close,False
2011,2012,84,BEST PICTURE,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",The Help,False
2011,2012,84,BEST PICTURE,"Graham King and Martin Scorsese, Producers",Hugo,False
2011,2012,84,BEST PICTURE,"Letty Aronson and Stephen Tenenbaum, Producers",Midnight in Paris,False
2011,2012,84,BEST PICTURE,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",Moneyball,False
2011,2012,84,BEST PICTURE,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",The Tree of Life,False
2011,2012,84,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",War Horse,False
2011,2012,84,SHORT FILM (Animated),Patrick Doyon,Dimanche/Sunday,False
2011,2012,84,SHORT FILM (Animated),William Joyce and Brandon Oldenburg,The Fantastic Flying Books of Mr. Morris Lessmore,True
2011,2012,84,SHORT FILM (Animated),Enrico Casarosa,La Luna,False
2011,2012,84,SHORT FILM (Animated),Grant Orchard and Sue Goffe,A Morning Stroll,False
2011,2012,84,SHORT FILM (Animated),Amanda Forbis and Wendy Tilby,Wild Life,False
2011,2012,84,SHORT FILM (Live Action),Peter McDonald and Eimear O'Kane,Pentecost,False
2011,2012,84,SHORT FILM (Live Action),Max Zähle and Stefan Gieren,Raju,False
2011,2012,84,SHORT FILM (Live Action),Terry George and Oorlagh George,The Shore,True
2011,2012,84,SHORT FILM (Live Action),Andrew Bowler and Gigi Causey,Time Freak,False
2011,2012,84,SHORT FILM (Live Action),Hallvar Witzø,Tuba Atlantic,False
2011,2012,84,SOUND EDITING,Lon Bender and Victor Ray Ennis,Drive,False
2011,2012,84,SOUND EDITING,Ren Klyce,The Girl with the Dragon Tattoo,False
2011,2012,84,SOUND EDITING,Philip Stockton and Eugene Gearty,Hugo,True
2011,2012,84,SOUND EDITING,Ethan Van der Ryn and Erik Aadahl,Transformers: Dark of the Moon,False
2011,2012,84,SOUND EDITING,Richard Hymns and Gary Rydstrom,War Horse,False
2011,2012,84,SOUND MIXING,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",The Girl with the Dragon Tattoo,False
2011,2012,84,SOUND MIXING,Tom Fleischman and John Midgley,Hugo,True
2011,2012,84,SOUND MIXING,"Deb Adair, Ron Bochar, David Giammarco and Ed Novick",Moneyball,False
2011,2012,84,SOUND MIXING,"Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin",Transformers: Dark of the Moon,False
2011,2012,84,SOUND MIXING,"Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson",War Horse,False
2011,2012,84,VISUAL EFFECTS,"Tim Burke, David Vickery, Greg Butler and John Richardson",Harry Potter and the Deathly Hallows Part 2,False
2011,2012,84,VISUAL EFFECTS,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning",Hugo,True
2011,2012,84,VISUAL EFFECTS,"Erik Nash, John Rosengrant, Dan Taylor and Swen Gillberg",Real Steel,False
2011,2012,84,VISUAL EFFECTS,"Joe Letteri, Dan Lemmon, R. Christopher White and Daniel Barrett",Rise of the Planet of the Apes,False
2011,2012,84,VISUAL EFFECTS,"Scott Farrar, Scott Benza, Matthew Butler and John Frazier",Transformers: Dark of the Moon,False
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by Alexander Payne and Nat Faxon & Jim Rash,The Descendants,True
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by John Logan,Hugo,False
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by George Clooney & Grant Heslov and Beau Willimon,The Ides of March,False
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,Moneyball,False
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by Bridget O'Connor & Peter Straughan,Tinker Tailor Soldier Spy,False
2011,2012,84,WRITING (Original Screenplay),Michel Hazanavicius,The Artist,False
2011,2012,84,WRITING (Original Screenplay),Annie Mumolo & Kristen Wiig,Bridesmaids,False
2011,2012,84,WRITING (Original Screenplay),J.C. Chandor,Margin Call,False
2011,2012,84,WRITING (Original Screenplay),Woody Allen,Midnight in Paris,True
2011,2012,84,WRITING (Original Screenplay),Asghar Farhadi,A Separation,False
2011,2012,84,JEAN HERSHOLT HUMANITARIAN AWARD,Oprah Winfrey,,True
2011,2012,84,HONORARY AWARD, James Earl Jones for his legacy of consistent excellence and uncommon versatility.,,True
2011,2012,84,HONORARY AWARD, Dick Smith for his unparalleled mastery of texture,,True
2012,2013,85,ACTOR IN A LEADING ROLE,Bradley Cooper,Silver Linings Playbook,False
2012,2013,85,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Lincoln,True
2012,2013,85,ACTOR IN A LEADING ROLE,Hugh Jackman,Les Misérables,False
2012,2013,85,ACTOR IN A LEADING ROLE,Joaquin Phoenix,The Master,False
2012,2013,85,ACTOR IN A LEADING ROLE,Denzel Washington,Flight,False
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Argo,False
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Robert De Niro,Silver Linings Playbook,False
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,The Master,False
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,Lincoln,False
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Django Unchained,True
2012,2013,85,ACTRESS IN A LEADING ROLE,Jessica Chastain,Zero Dark Thirty,False
2012,2013,85,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Silver Linings Playbook,True
2012,2013,85,ACTRESS IN A LEADING ROLE,Emmanuelle Riva,Amour,False
2012,2013,85,ACTRESS IN A LEADING ROLE,Quvenzhané Wallis,Beasts of the Southern Wild,False
2012,2013,85,ACTRESS IN A LEADING ROLE,Naomi Watts,The Impossible,False
2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Amy Adams,The Master,False
2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Sally Field,Lincoln,False
2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Anne Hathaway,Les Misérables,True
2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Helen Hunt,The Sessions,False
2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Jacki Weaver,Silver Linings Playbook,False
2012,2013,85,ANIMATED FEATURE FILM,Mark Andrews and Brenda Chapman,Brave,True
2012,2013,85,ANIMATED FEATURE FILM,Tim Burton,Frankenweenie,False
2012,2013,85,ANIMATED FEATURE FILM,Sam Fell and Chris Butler,ParaNorman,False
2012,2013,85,ANIMATED FEATURE FILM,Peter Lord,The Pirates! Band of Misfits,False
2012,2013,85,ANIMATED FEATURE FILM,Rich Moore,Wreck-It Ralph,False
2012,2013,85,CINEMATOGRAPHY,Seamus McGarvey,Anna Karenina,False
2012,2013,85,CINEMATOGRAPHY,Robert Richardson,Django Unchained,False
2012,2013,85,CINEMATOGRAPHY,Claudio Miranda,Life of Pi,True
2012,2013,85,CINEMATOGRAPHY,Janusz Kaminski,Lincoln,False
2012,2013,85,CINEMATOGRAPHY,Roger Deakins,Skyfall,False
2012,2013,85,COSTUME DESIGN,Jacqueline Durran,Anna Karenina,True
2012,2013,85,COSTUME DESIGN,Paco Delgado,Les Misérables,False
2012,2013,85,COSTUME DESIGN,Joanna Johnston,Lincoln,False
2012,2013,85,COSTUME DESIGN,Eiko Ishioka,Mirror Mirror,False
2012,2013,85,COSTUME DESIGN,Colleen Atwood,Snow White and the Huntsman,False
2012,2013,85,DIRECTING,Michael Haneke,Amour,False
2012,2013,85,DIRECTING,Benh Zeitlin,Beasts of the Southern Wild,False
2012,2013,85,DIRECTING,Ang Lee,Life of Pi,True
2012,2013,85,DIRECTING,Steven Spielberg,Lincoln,False
2012,2013,85,DIRECTING,David O. Russell,Silver Linings Playbook,False
2012,2013,85,DOCUMENTARY (Feature),Emad Burnat and Guy Davidi,5 Broken Cameras,False
2012,2013,85,DOCUMENTARY (Feature),"Dror Moreh, Philippa Kowarsky and Estelle Fialon",The Gatekeepers,False
2012,2013,85,DOCUMENTARY (Feature),David France and Howard Gertler,How to Survive a Plague,False
2012,2013,85,DOCUMENTARY (Feature),Kirby Dick and Amy Ziering,The Invisible War,False
2012,2013,85,DOCUMENTARY (Feature),Malik Bendjelloul and Simon Chinn,Searching for Sugar Man,True
2012,2013,85,DOCUMENTARY (Short Subject),Sean Fine and Andrea Nix Fine,Inocente,True
2012,2013,85,DOCUMENTARY (Short Subject),Sari Gilman and Jedd Wider,Kings Point,False
2012,2013,85,DOCUMENTARY (Short Subject),Cynthia Wade and Robin Honan,Mondays at Racine,False
2012,2013,85,DOCUMENTARY (Short Subject),Kief Davidson and Cori Shepherd Stern,Open Heart,False
2012,2013,85,DOCUMENTARY (Short Subject),Jon Alpert and Matthew O'Neill,Redemption,False
2012,2013,85,FILM EDITING,William Goldenberg,Argo,True
2012,2013,85,FILM EDITING,Tim Squyres,Life of Pi,False
2012,2013,85,FILM EDITING,Michael Kahn,Lincoln,False
2012,2013,85,FILM EDITING,Jay Cassidy and Crispin Struthers,Silver Linings Playbook,False
2012,2013,85,FILM EDITING,Dylan Tichenor and William Goldenberg,Zero Dark Thirty,False
2012,2013,85,FOREIGN LANGUAGE FILM,Austria,Amour,True
2012,2013,85,FOREIGN LANGUAGE FILM,Norway,Kon-Tiki,False
2012,2013,85,FOREIGN LANGUAGE FILM,Chile,No,False
2012,2013,85,FOREIGN LANGUAGE FILM,Denmark,A Royal Affair,False
2012,2013,85,FOREIGN LANGUAGE FILM,Canada,War Witch,False
2012,2013,85,MAKEUP AND HAIRSTYLING,"Howard Berger, Peter Montagna and Martin Samuel",Hitchcock,False
2012,2013,85,MAKEUP AND HAIRSTYLING,"Peter Swords King, Rick Findlater and Tami Lane",The Hobbit: An Unexpected Journey,False
2012,2013,85,MAKEUP AND HAIRSTYLING,Lisa Westcott and Julie Dartnell,Les Misérables,True
2012,2013,85,MUSIC (Original Score),Dario Marianelli,Anna Karenina,False
2012,2013,85,MUSIC (Original Score),Alexandre Desplat,Argo,False
2012,2013,85,MUSIC (Original Score),Mychael Danna,Life of Pi,True
2012,2013,85,MUSIC (Original Score),John Williams,Lincoln,False
2012,2013,85,MUSIC (Original Score),Thomas Newman,Skyfall,False
2012,2013,85,MUSIC (Original Song),Music and Lyric by J. Ralph,Chasing Ice,False
2012,2013,85,MUSIC (Original Song),Music by Walter Murphy; Lyric by Seth MacFarlane,Ted,False
2012,2013,85,MUSIC (Original Song),Music by Mychael Danna; Lyric by Bombay Jayashri,Life of Pi,False
2012,2013,85,MUSIC (Original Song),Music and Lyric by Adele Adkins and Paul Epworth,Skyfall,True
2012,2013,85,MUSIC (Original Song),Music by Claude-Michel Schönberg; Lyric by Herbert Kretzmer and Alain Boublil,Les Misérables,False
2012,2013,85,BEST PICTURE,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers",Amour,False
2012,2013,85,BEST PICTURE,"Grant Heslov, Ben Affleck and George Clooney, Producers",Argo,True
2012,2013,85,BEST PICTURE,"Dan Janvey, Josh Penn and Michael Gottwald, Producers",Beasts of the Southern Wild,False
2012,2013,85,BEST PICTURE,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",Django Unchained,False
2012,2013,85,BEST PICTURE,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers",Les Misérables,False
2012,2013,85,BEST PICTURE,"Gil Netter, Ang Lee and David Womark, Producers",Life of Pi,False
2012,2013,85,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",Lincoln,False
2012,2013,85,BEST PICTURE,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",Silver Linings Playbook,False
2012,2013,85,BEST PICTURE,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers",Zero Dark Thirty,False
2012,2013,85,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Anna Karenina,False
2012,2013,85,PRODUCTION DESIGN,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,The Hobbit: An Unexpected Journey,False
2012,2013,85,PRODUCTION DESIGN,Production Design: Eve Stewart; Set Decoration: Anna Lynch-Robinson,Les Misérables,False
2012,2013,85,PRODUCTION DESIGN,Production Design: David Gropman; Set Decoration: Anna Pinnock,Life of Pi,False
2012,2013,85,PRODUCTION DESIGN,Production Design: Rick Carter; Set Decoration: Jim Erickson,Lincoln,True
2012,2013,85,SHORT FILM (Animated),Minkyu Lee,Adam and Dog,False
2012,2013,85,SHORT FILM (Animated),PES,Fresh Guacamole,False
2012,2013,85,SHORT FILM (Animated),Timothy Reckart and Fodhla Cronin O'Reilly,Head over Heels,False
2012,2013,85,SHORT FILM (Animated),David Silverman,"Maggie Simpson in ""The Longest Daycare""",False
2012,2013,85,SHORT FILM (Animated),John Kahrs,Paperman,True
2012,2013,85,SHORT FILM (Live Action),Bryan Buckley and Mino Jarjoura,Asad,False
2012,2013,85,SHORT FILM (Live Action),Sam French and Ariel Nasr,Buzkashi Boys,False
2012,2013,85,SHORT FILM (Live Action),Shawn Christensen,Curfew,True
2012,2013,85,SHORT FILM (Live Action),Tom Van Avermaet and Ellen De Waele,Death of a Shadow (Dood van een Schaduw),False
2012,2013,85,SHORT FILM (Live Action),Yan England,Henry,False
2012,2013,85,SOUND EDITING,Erik Aadahl and Ethan Van der Ryn,Argo,False
2012,2013,85,SOUND EDITING,Wylie Stateman,Django Unchained,False
2012,2013,85,SOUND EDITING,Eugene Gearty and Philip Stockton,Life of Pi,False
2012,2013,85,SOUND EDITING,Per Hallberg and Karen Baker Landers,Skyfall,True
2012,2013,85,SOUND EDITING,Paul N.J. Ottosson,Zero Dark Thirty,True
2012,2013,85,SOUND MIXING,"John Reitz, Gregg Rudloff and Jose Antonio Garcia",Argo,False
2012,2013,85,SOUND MIXING,"Andy Nelson, Mark Paterson and Simon Hayes",Les Misérables,True
2012,2013,85,SOUND MIXING,"Ron Bartlett, D.M. Hemphill and Drew Kunin",Life of Pi,False
2012,2013,85,SOUND MIXING,"Andy Nelson, Gary Rydstrom and Ronald Judkins",Lincoln,False
2012,2013,85,SOUND MIXING,"Scott Millan, Greg P. Russell and Stuart Wilson",Skyfall,False
2012,2013,85,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",The Hobbit: An Unexpected Journey,False
2012,2013,85,VISUAL EFFECTS,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",Life of Pi,True
2012,2013,85,VISUAL EFFECTS,"Janek Sirrs, Jeff White, Guy Williams and Dan Sudick",Marvel's The Avengers,False
2012,2013,85,VISUAL EFFECTS,"Richard Stammers, Trevor Wood, Charley Henley and Martin Hill",Prometheus,False
2012,2013,85,VISUAL EFFECTS,"Cedric Nicolas-Troyan, Philip Brennan, Neil Corbould and Michael Dawson",Snow White and the Huntsman,False
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by Chris Terrio,Argo,True
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by Lucy Alibar & Benh Zeitlin,Beasts of the Southern Wild,False
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by David Magee,Life of Pi,False
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by Tony Kushner,Lincoln,False
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by David O. Russell,Silver Linings Playbook,False
2012,2013,85,WRITING (Original Screenplay),Michael Haneke,Amour,False
2012,2013,85,WRITING (Original Screenplay),Quentin Tarantino,Django Unchained,True
2012,2013,85,WRITING (Original Screenplay),John Gatins,Flight,False
2012,2013,85,WRITING (Original Screenplay),Wes Anderson & Roman Coppola,Moonrise Kingdom,False
2012,2013,85,WRITING (Original Screenplay),Mark Boal,Zero Dark Thirty,False
2012,2013,85,JEAN HERSHOLT HUMANITARIAN AWARD,Jeffrey Katzenberg,,True
2012,2013,85,HONORARY AWARD, Hal Needham,,True
2012,2013,85,HONORARY AWARD, D.A. Pennebaker,,True
2012,2013,85,HONORARY AWARD, George Stevens,,True
2013,2014,86,ACTOR IN A LEADING ROLE,Christian Bale,American Hustle,False
2013,2014,86,ACTOR IN A LEADING ROLE,Bruce Dern,Nebraska,False
2013,2014,86,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Wolf of Wall Street,False
2013,2014,86,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,12 Years a Slave,False
2013,2014,86,ACTOR IN A LEADING ROLE,Matthew McConaughey,Dallas Buyers Club,True
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Barkhad Abdi,Captain Phillips,False
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Bradley Cooper,American Hustle,False
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Michael Fassbender,12 Years a Slave,False
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Jonah Hill,The Wolf of Wall Street,False
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Jared Leto,Dallas Buyers Club,True
2013,2014,86,ACTRESS IN A LEADING ROLE,Amy Adams,American Hustle,False
2013,2014,86,ACTRESS IN A LEADING ROLE,Cate Blanchett,Blue Jasmine,True
2013,2014,86,ACTRESS IN A LEADING ROLE,Sandra Bullock,Gravity,False
2013,2014,86,ACTRESS IN A LEADING ROLE,Judi Dench,Philomena,False
2013,2014,86,ACTRESS IN A LEADING ROLE,Meryl Streep,August: Osage County,False
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Sally Hawkins,Blue Jasmine,False
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Jennifer Lawrence,American Hustle,False
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,12 Years a Slave,True
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,August: Osage County,False
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,June Squibb,Nebraska,False
2013,2014,86,ANIMATED FEATURE FILM,"Chris Sanders, Kirk DeMicco and Kristine Belson",The Croods,False
2013,2014,86,ANIMATED FEATURE FILM,"Chris Renaud, Pierre Coffin and Chris Meledandri",Despicable Me 2,False
2013,2014,86,ANIMATED FEATURE FILM,Benjamin Renner and Didier Brunner,Ernest & Celestine,False
2013,2014,86,ANIMATED FEATURE FILM,"Chris Buck, Jennifer Lee and Peter Del Vecho",Frozen,True
2013,2014,86,ANIMATED FEATURE FILM,Hayao Miyazaki and Toshio Suzuki,The Wind Rises,False
2013,2014,86,CINEMATOGRAPHY,Philippe Le Sourd,The Grandmaster,False
2013,2014,86,CINEMATOGRAPHY,Emmanuel Lubezki,Gravity,True
2013,2014,86,CINEMATOGRAPHY,Bruno Delbonnel,Inside Llewyn Davis,False
2013,2014,86,CINEMATOGRAPHY,Phedon Papamichael,Nebraska,False
2013,2014,86,CINEMATOGRAPHY,Roger A. Deakins,Prisoners,False
2013,2014,86,COSTUME DESIGN,Michael Wilkinson,American Hustle,False
2013,2014,86,COSTUME DESIGN,William Chang Suk Ping,The Grandmaster,False
2013,2014,86,COSTUME DESIGN,Catherine Martin,The Great Gatsby,True
2013,2014,86,COSTUME DESIGN,Michael O'Connor,The Invisible Woman,False
2013,2014,86,COSTUME DESIGN,Patricia Norris,12 Years a Slave,False
2013,2014,86,DIRECTING,David O. Russell,American Hustle,False
2013,2014,86,DIRECTING,Alfonso Cuarón,Gravity,True
2013,2014,86,DIRECTING,Alexander Payne,Nebraska,False
2013,2014,86,DIRECTING,Steve McQueen,12 Years a Slave,False
2013,2014,86,DIRECTING,Martin Scorsese,The Wolf of Wall Street,False
2013,2014,86,DOCUMENTARY (Feature),Joshua Oppenheimer and Signe Byrge Sørensen,The Act of Killing,False
2013,2014,86,DOCUMENTARY (Feature),Zachary Heinzerling and Lydia Dean Pilcher,Cutie and the Boxer,False
2013,2014,86,DOCUMENTARY (Feature),Richard Rowley and Jeremy Scahill,Dirty Wars,False
2013,2014,86,DOCUMENTARY (Feature),Jehane Noujaim and Karim Amer,The Square,False
2013,2014,86,DOCUMENTARY (Feature),"Morgan Neville, Gil Friesen and Caitrin Rogers",20 Feet from Stardom,True
2013,2014,86,DOCUMENTARY (Short Subject),Jeffrey Karoff,CaveDigger,False
2013,2014,86,DOCUMENTARY (Short Subject),Jason Cohen,Facing Fear,False
2013,2014,86,DOCUMENTARY (Short Subject),Sara Ishaq,Karama Has No Walls,False
2013,2014,86,DOCUMENTARY (Short Subject),Malcolm Clarke and Nicholas Reed,The Lady in Number 6: Music Saved My Life,True
2013,2014,86,DOCUMENTARY (Short Subject),Edgar Barens,Prison Terminal: The Last Days of Private Jack Hall,False
2013,2014,86,FILM EDITING,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",American Hustle,False
